DIA,Usos bicis abono anual ,Usos bicis abono ocasional ,Usos bicis total,,Usos abono anual acumulado,Usos abono ocasional acumulado,Usos total acumulado desde inicio,,Acumulado mes total,,,,,,,,,,
15/12/2019,6.714,1,6.715,,17.023.817,328.353,17.352.170,,,,,,,,,,,,
16/12/2019,9.849,0,9.849,,17.033.666,328.353,17.362.019,,,,,,,,,,,,
17/12/2019,8.865,0,8.865,,17.042.531,328.353,17.370.884,,,,,,,,,,,,
18/12/2019,10.070,1,10.071,,17.052.601,328.354,17.380.955,,,,,,,,,,,,
19/12/2019,5.662,0,5.662,,17.058.263,328.354,17.386.617,,,,,,,,,,,,
20/12/2019,5.624,0,5.624,,17.063.887,328.354,17.392.241,,,,,,,,,,,,
21/12/2019,5.353,0,5.353,,17.069.240,328.354,17.397.594,,,,,,,,,,,,
22/12/2019,4.891,0,4.891,,17.074.131,328.354,17.402.485,,,,,,,,,,,,
23/12/2019,6.109,0,6.109,,17.080.240,328.354,17.408.594,,,,,,,,,,,,
24/12/2019,4.068,0,4.068,,17.084.308,328.354,17.412.662,,,,,,,,,,,,
25/12/2019,2.483,0,2.483,,17.086.791,328.354,17.415.145,,,,,,,,,,,,
26/12/2019,5.904,0,5.904,,17.092.695,328.354,17.421.049,,,,,,,,,,,,
27/12/2019,6.387,0,6.387,,17.099.082,328.354,17.427.436,,,,,,,,,,,,
28/12/2019,5.058,0,5.058,,17.104.140,328.354,17.432.494,,,,,,,,,,,,
29/12/2019,4.616,0,4.616,,17.108.756,328.354,17.437.110,,,,,,,,,,,,
30/12/2019,5.772,0,5.772,,17.114.528,328.354,17.442.882,,,,,,,,,,,,
31/12/2019,5.270,0,5.270,,17.119.798,328.354,17.448.152,,220.447,,,,,,,,,,
01/01/2020,3.215,0,3.215,,17.123.013,328.354,17.451.367,,,,,,,,,,,,
02/01/2020,5.911,0,5.911,,17.128.924,328.354,17.457.278,,,,,,,,,,,,
03/01/2020,6.180,0,6.180,,17.135.104,328.354,17.463.458,,,,,,,,,,,,
04/01/2020,5.502,0,5.502,,17.140.606,328.354,17.468.960,,,,,,,,,,,,
05/01/2020,5.389,1,5.390,,17.145.995,328.355,17.474.350,,,,,,,,,,,,
06/01/2020,4.043,1,4.044,,17.150.038,328.356,17.478.394,,,,,,,,,,,,
07/01/2020,8.833,0,8.833,,17.158.871,328.356,17.487.227,,,,,,,,,,,,
08/01/2020,10.315,2,10.317,,17.169.186,328.358,17.497.544,,,,,,,,,,,,
09/01/2020,10.623,1,10.624,,17.179.809,328.359,17.508.168,,,,,,,,,,,,
10/01/2020,10.787,5,10.792,,17.190.596,328.364,17.518.960,,,,,,,,,,,,
11/01/2020,7.407,32,7.439,,17.198.003,328.396,17.526.399,,,,,,,,,,,,
12/01/2020,6.493,31,6.524,,17.204.496,328.427,17.532.923,,,,,,,,,,,,
13/01/2020,9.581,16,9.597,,17.214.077,328.443,17.542.520,,,,,,,,,,,,
14/01/2020,10.268,12,10.280,,17.224.345,328.455,17.552.800,,,,,,,,,,,,
15/01/2020,10.410,32,10.442,,17.234.755,328.487,17.563.242,,,,,,,,,,,,
16/01/2020,11.279,37,11.316,,17.246.034,328.524,17.574.558,,,,,,,,,,,,
17/01/2020,11.216,63,11.279,,17.257.250,328.587,17.585.837,,,,,,,,,,,,
18/01/2020,5.174,43,5.217,,17.262.424,328.630,17.591.054,,,,,,,,,,,,
19/01/2020,5.794,48,5.842,,17.268.218,328.678,17.596.896,,,,,,,,,,,,
20/01/2020,7.814,17,7.831,,17.276.032,328.695,17.604.727,,,,,,,,,,,,
21/01/2020,6.611,11,6.622,,17.282.643,328.706,17.611.349,,,,,,,,,,,,
22/01/2020,8.339,24,8.363,,17.290.982,328.730,17.619.712,,,,,,,,,,,,
23/01/2020,10.505,47,10.552,,17.301.487,328.777,17.630.264,,,,,,,,,,,,
24/01/2020,7.867,17,7.884,,17.309.354,328.794,17.638.148,,,,,,,,,,,,
25/01/2020,4.533,20,4.553,,17.313.887,328.814,17.642.701,,,,,,,,,,,,
26/01/2020,6.467,67,6.534,,17.320.354,328.881,17.649.235,,,,,,,,,,,,
27/01/2020,8.493,10,8.503,,17.328.847,328.891,17.657.738,,,,,,,,,,,,
28/01/2020,10.012,12,10.024,,17.338.859,328.903,17.667.762,,,,,,,,,,,,
29/01/2020,11.184,21,11.205,,17.350.043,328.924,17.678.967,,,,,,,,,,,,
30/01/2020,11.009,31,11.040,,17.361.052,328.955,17.690.007,,,,,,,,,,,,
31/01/2020,11.585,72,11.657,,17.372.637,329.027,17.701.664,,253.512,,,,,,,,,,
01/02/2020,8.166,141,8.307,,17.380.803,329.168,17.709.971,,,,,,,,,,,,
02/02/2020,6.866,73,6.939,,17.387.669,329.241,17.716.910,,,,,,,,,,,,
03/02/2020,11.449,75,11.524,,17.399.118,329.316,17.728.434,,,,,,,,,,,,
04/02/2020,12.311,57,12.368,,17.411.429,329.373,17.740.802,,,,,,,,,,,,
05/02/2020,12.364,40,12.404,,17.423.793,329.413,17.753.206,,,,,,,,,,,,
06/02/2020,11.899,70,11.969,,17.435.692,329.483,17.765.175,,,,,,,,,,,,
07/02/2020,12.031,51,12.082,,17.447.723,329.534,17.777.257,,,,,,,,,,,,
08/02/2020,7.528,76,7.604,,17.455.251,329.610,17.784.861,,,,,,,,,,,,
09/02/2020,6.903,120,7.023,,17.462.154,329.730,17.791.884,,,,,,,,,,,,
10/02/2020,11.402,53,11.455,,17.473.556,329.783,17.803.339,,,,,,,,,,,,
11/02/2020,11.842,28,11.870,,17.485.398,329.811,17.815.209,,,,,,,,,,,,
12/02/2020,12.087,36,12.123,,17.497.485,329.847,17.827.332,,,,,,,,,,,,
13/02/2020,12.551,55,12.606,,17.510.036,329.902,17.839.938,,,,,,,,,,,,
14/02/2020,12.499,110,12.609,,17.522.535,330.012,17.852.547,,,,,,,,,,,,
15/02/2020,8.574,166,8.740,,17.531.109,330.178,17.861.287,,,,,,,,,,,,
16/02/2020,8.192,162,8.354,,17.539.301,330.340,17.869.641,,,,,,,,,,,,
17/02/2020,11.231,57,11.288,,17.550.532,330.397,17.880.929,,,,,,,,,,,,
18/02/2020,12.175,43,12.218,,17.562.707,330.440,17.893.147,,,,,,,,,,,,
19/02/2020,12.898,53,12.951,,17.575.605,330.493,17.906.098,,,,,,,,,,,,
20/02/2020,13.036,54,13.090,,17.588.641,330.547,17.919.188,,,,,,,,,,,,
21/02/2020,12.789,64,12.853,,17.601.430,330.611,17.932.041,,,,,,,,,,,,
22/02/2020,9.038,218,9.256,,17.610.468,330.829,17.941.297,,,,,,,,,,,,
23/02/2020,8.298,226,8.524,,17.618.766,331.055,17.949.821,,,,,,,,,,,,
24/02/2020,12.177,85,12.262,,17.630.943,331.140,17.962.083,,,,,,,,,,,,
25/02/2020,12.646,62,12.708,,17.643.589,331.202,17.974.791,,,,,,,,,,,,
26/02/2020,13.133,70,13.203,,17.656.722,331.272,17.987.994,,,,,,,,,,,,
27/02/2020,13.170,109,13.279,,17.669.892,331.381,18.001.273,,,,,,,,,,,,
28/02/2020,12.510,117,12.627,,17.682.402,331.498,18.013.900,,,,,,,,,,,,
29/02/2020,7.732,130,7.862,,17.690.134,331.628,18.021.762,,320.098,,,,,,,,,,
01/03/2020,6.325,134,6.459,,17.696.459,331.762,18.028.221,,,,,,,,,,,,
02/03/2020,9.025,50,9.075,,17.705.484,331.812,18.037.296,,,,,,,,,,,,
03/03/2020,11.502,34,11.536,,17.716.986,331.846,18.048.832,,,,,,,,,,,,
04/03/2020,13.020,43,13.063,,17.730.006,331.889,18.061.895,,,,,,,,,,,,
05/03/2020,12.380,43,12.423,,17.742.386,331.932,18.074.318,,,,,,,,,,,,
06/03/2020,11.931,59,11.990,,17.754.317,331.991,18.086.308,,,,,,,,,,,,
07/03/2020,8.490,143,8.633,,17.762.807,332.134,18.094.941,,,,,,,,,,,,
08/03/2020,8.010,164,8.174,,17.770.817,332.298,18.103.115,,,,,,,,,,,,
09/03/2020,11.807,53,11.860,,17.782.624,332.351,18.114.975,,,,,,,,,,,,
10/03/2020,12.629,43,12.672,,17.795.253,332.394,18.127.647,,,,,,,,,,,,
11/03/2020,11.479,60,11.539,,17.806.732,332.454,18.139.186,,,,,,,,,,,,
12/03/2020,9.380,60,9.440,,17.816.112,332.514,18.148.626,,,,,,,,,,,,
13/03/2020,7.129,54,7.183,,17.823.241,332.568,18.155.809,,,,,,,,,,,,
14/03/2020,2.516,61,2.577,,17.825.757,332.629,18.158.386,,,,,,,,,,,,
15/03/2020,968,14,982,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
16/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
17/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
18/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
19/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
20/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
21/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
22/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
23/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
24/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
25/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,"Suspendido el servicio desde las 0:00 horas del día 16-03-2020, según decreto 119 de 15 de marzo de 2020 del Delegado del Área de Gobierno de Medio Ambiente y Movilidad por el que se aprueban medidas extraordinarias en relación con el servicio de Bicicleta Pública ""BiciMad"" con motivo del Coronavirus Sars-CoV-2, con prórrogas sucesivas según decretos 125 de 27 de marzo de 2020 y 136 de 8 de abril de 2020.

Se reactiva el servicio desde las 6:00 horas del día 22-04-2020, según decreto 140 de 17 de abril de 2020 del Delegado del Área de Gobierno de Medio Ambiente y Movilidad por el que se dispone la vuelta a la operación del servicio de Bicicleta Pública ""BiciMAD""",,,,,,,,
26/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
27/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
28/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
29/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
30/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
31/03/2020,0,0,0,,17.826.725,332.643,18.159.368,,137.606,,,,,,,,,,
01/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
02/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
03/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
04/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
05/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
06/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
07/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
08/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
09/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
10/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
11/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
12/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
13/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
14/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
15/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
16/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
17/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
18/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
19/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
20/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
21/04/2020,0,0,0,,17.826.725,332.643,18.159.368,,,,,,,,,,,,
22/04/2020,580,1,581,,17.827.305,332.644,18.159.949,,,,,,,,,,,,
23/04/2020,831,2,833,,17.828.136,332.646,18.160.782,,,,,,,,,,,,
24/04/2020,1.037,5,1.042,,17.829.173,332.651,18.161.824,,,,,,,,,,,,
25/04/2020,537,0,537,,17.829.710,332.651,18.162.361,,,,,,,,,,,,
26/04/2020,504,2,506,,17.830.214,332.653,18.162.867,,,,,,,,,,,,
27/04/2020,1.060,1,1.061,,17.831.274,332.654,18.163.928,,,,,,,,,,,,
28/04/2020,1.140,1,1.141,,17.832.414,332.655,18.165.069,,,,,,,,,,,,
29/04/2020,1.351,1,1.352,,17.833.765,332.656,18.166.421,,,,,,,,,,,,
30/04/2020,1.406,3,1.409,,17.835.171,332.659,18.167.830,,8.462,,,,,,,,,,
01/05/2020,702,4,706,,17.835.873,332.663,18.168.536,,,,,,,,,,,,
02/05/2020,2.229,37,2.266,,17.838.102,332.700,18.170.802,,,,,,,,,,,,
03/05/2020,3.480,206,3.686,,17.841.582,332.906,18.174.488,,,,,,,,,,,,
04/05/2020,4.092,132,4.224,,17.845.674,333.038,18.178.712,,,,,,,,,,,,
05/05/2020,4.960,179,5.139,,17.850.634,333.217,18.183.851,,,,,,,,,,,,
06/05/2020,5.259,185,5.444,,17.855.893,333.402,18.189.295,,,,,,,,,,,,
07/05/2020,5.565,194,5.759,,17.861.458,333.596,18.195.054,,,,,,,,,,,,
08/05/2020,6.591,239,6.830,,17.868.049,333.835,18.201.884,,,,,,,,,,,,
09/05/2020,6.501,453,6.954,,17.874.550,334.288,18.208.838,,,,,,,,,,,,
10/05/2020,5.969,376,6.345,,17.880.519,334.664,18.215.183,,,,,,,,,,,,
11/05/2020,5.533,145,5.678,,17.886.052,334.809,18.220.861,,,,,,,,,,,,
12/05/2020,2.619,25,2.644,,17.888.671,334.834,18.223.505,,,,,,,,,,,,
13/05/2020,6.361,125,6.486,,17.895.032,334.959,18.229.991,,,,,,,,,,,,
14/05/2020,4.386,92,4.478,,17.899.418,335.051,18.234.469,,,,,,,,,,,,
15/05/2020,4.303,118,4.421,,17.903.721,335.169,18.238.890,,,,,,,,,,,,
16/05/2020,7.341,254,7.595,,17.911.062,335.423,18.246.485,,,,,,,,,,,,
17/05/2020,8.294,479,8.773,,17.919.356,335.902,18.255.258,,,,,,,,,,,,
18/05/2020,8.763,227,8.990,,17.928.119,336.129,18.264.248,,,,,,,,,,,,
19/05/2020,9.509,241,9.750,,17.937.628,336.370,18.273.998,,,,,,,,,,,,
20/05/2020,9.766,256,10.022,,17.947.394,336.626,18.284.020,,,,,,,,,,,,
21/05/2020,10.116,240,10.356,,17.957.510,336.866,18.294.376,,,,,,,,,,,,
22/05/2020,11.501,310,11.811,,17.969.011,337.176,18.306.187,,,,,,,,,,,,
23/05/2020,11.445,518,11.963,,17.980.456,337.694,18.318.150,,,,,,,,,,,,
24/05/2020,10.018,547,10.565,,17.990.474,338.241,18.328.715,,,,,,,,,,,,
25/05/2020,10.073,151,10.224,,18.000.547,338.392,18.338.939,,,,,,,,,,,,
26/05/2020,11.468,142,11.610,,18.012.015,338.534,18.350.549,,,,,,,,,,,,
27/05/2020,12.266,139,12.405,,18.024.281,338.673,18.362.954,,,,,,,,,,,,
28/05/2020,12.549,150,12.699,,18.036.830,338.823,18.375.653,,,,,,,,,,,,
29/05/2020,13.675,175,13.850,,18.050.505,338.998,18.389.503,,,,,,,,,,,,
30/05/2020,13.443,303,13.746,,18.063.948,339.301,18.403.249,,,,,,,,,,,,
31/05/2020,8.644,151,8.795,,18.072.592,339.452,18.412.044,,244.214,,,,,,,,,,
01/06/2020,11.819,101,11.920,,18.084.411,339.553,18.423.964,,,,,,,,,,,,
02/06/2020,13.084,154,13.238,,18.097.495,339.707,18.437.202,,,,,,,,,,,,
03/06/2020,13.258,150,13.408,,18.110.753,339.857,18.450.610,,,,,,,,,,,,
04/06/2020,11.926,88,12.014,,18.122.679,339.945,18.462.624,,,,,,,,,,,,
05/06/2020,15.007,159,15.166,,18.137.686,340.104,18.477.790,,,,,,,,,,,,
06/06/2020,14.840,252,15.092,,18.152.526,340.356,18.492.882,,,,,,,,,,,,
07/06/2020,11.096,196,11.292,,18.163.622,340.552,18.504.174,,,,,,,,,,,,
08/06/2020,12.735,79,12.814,,18.176.357,340.631,18.516.988,,,,,,,,,,,,
09/06/2020,14.016,99,14.115,,18.190.373,340.730,18.531.103,,,,,,,,,,,,
10/06/2020,14.576,65,14.641,,18.204.949,340.795,18.545.744,,,,,,,,,,,,
11/06/2020,14.458,70,14.528,,18.219.407,340.865,18.560.272,,,,,,,,,,,,
12/06/2020,14.141,65,14.206,,18.233.548,340.930,18.574.478,,,,,,,,,,,,
13/06/2020,14.041,202,14.243,,18.247.589,341.132,18.588.721,,,,,,,,,,,,
14/06/2020,13.469,263,13.732,,18.261.058,341.395,18.602.453,,,,,,,,,,,,
15/06/2020,13.834,57,13.891,,18.274.892,341.452,18.616.344,,,,,,,,,,,,
16/06/2020,15.228,54,15.282,,18.290.120,341.506,18.631.626,,,,,,,,,,,,
17/06/2020,16.092,56,16.148,,18.306.212,341.562,18.647.774,,,,,,,,,,,,
18/06/2020,16.556,95,16.651,,18.322.768,341.657,18.664.425,,,,,,,,,,,,
19/06/2020,17.264,74,17.338,,18.340.032,341.731,18.681.763,,,,,,,,,,,,
20/06/2020,16.206,151,16.357,,18.356.238,341.882,18.698.120,,,,,,,,,,,,
21/06/2020,14.123,192,14.315,,18.370.361,342.074,18.712.435,,,,,,,,,,,,
22/06/2020,15.131,67,15.198,,18.385.492,342.141,18.727.633,,,,,,,,,,,,
23/06/2020,15.938,61,15.999,,18.401.430,342.202,18.743.632,,,,,,,,,,,,
24/06/2020,16.084,55,16.139,,18.417.514,342.257,18.759.771,,,,,,,,,,,,
25/06/2020,16.548,43,16.591,,18.434.062,342.300,18.776.362,,,,,,,,,,,,
26/06/2020,15.704,55,15.759,,18.449.766,342.355,18.792.121,,,,,,,,,,,,
27/06/2020,12.549,94,12.643,,18.462.315,342.449,18.804.764,,,,,,,,,,,,
28/06/2020,11.467,105,11.572,,18.473.782,342.554,18.816.336,,,,,,,,,,,,
29/06/2020,14.562,56,14.618,,18.488.344,342.610,18.830.954,,,,,,,,,,,,
30/06/2020,15.682,50,15.732,,18.504.026,342.660,18.846.686,,434.642,,,,,,,,,,
01/07/2020,16.665,56,16.721,,18.520.691,342.716,18.863.407,,,,,,,,,,,,
02/07/2020,16.634,67,16.701,,18.537.325,342.783,18.880.108,,,,,,,,,,,,
03/07/2020,15.404,75,15.479,,18.552.729,342.858,18.895.587,,,,,,,,,,,,
04/07/2020,11.928,104,12.032,,18.564.657,342.962,18.907.619,,,,,,,,,,,,
05/07/2020,10.430,140,10.570,,18.575.087,343.102,18.918.189,,,,,,,,,,,,
06/07/2020,13.949,66,14.015,,18.589.036,343.168,18.932.204,,,,,,,,,,,,
07/07/2020,15.371,48,15.419,,18.604.407,343.216,18.947.623,,,,,,,,,,,,
08/07/2020,15.837,61,15.898,,18.620.244,343.277,18.963.521,,,,,,,,,,,,
09/07/2020,15.646,58,15.704,,18.635.890,343.335,18.979.225,,,,,,,,,,,,
10/07/2020,14.506,55,14.561,,18.650.396,343.390,18.993.786,,,,,,,,,,,,
11/07/2020,11.011,93,11.104,,18.661.407,343.483,19.004.890,,,,,,,,,,,,
12/07/2020,9.784,114,9.898,,18.671.191,343.597,19.014.788,,,,,,,,,,,,
13/07/2020,13.914,61,13.975,,18.685.105,343.658,19.028.763,,,,,,,,,,,,
14/07/2020,15.259,76,15.335,,18.700.364,343.734,19.044.098,,,,,,,,,,,,
15/07/2020,15.318,86,15.404,,18.715.682,343.820,19.059.502,,,,,,,,,,,,
16/07/2020,14.333,59,14.392,,18.730.015,343.879,19.073.894,,,,,,,,,,,,
17/07/2020,13.944,57,14.001,,18.743.959,343.936,19.087.895,,,,,,,,,,,,
18/07/2020,10.424,114,10.538,,18.754.383,344.050,19.098.433,,,,,,,,,,,,
19/07/2020,9.384,179,9.563,,18.763.767,344.229,19.107.996,,,,,,,,,,,,
20/07/2020,13.125,49,13.174,,18.776.892,344.278,19.121.170,,,,,,,,,,,,
21/07/2020,14.374,52,14.426,,18.791.266,344.330,19.135.596,,,,,,,,,,,,
22/07/2020,14.743,82,14.825,,18.806.009,344.412,19.150.421,,,,,,,,,,,,
23/07/2020,14.807,88,14.895,,18.820.816,344.500,19.165.316,,,,,,,,,,,,
24/07/2020,13.290,58,13.348,,18.834.106,344.558,19.178.664,,,,,,,,,,,,
25/07/2020,9.783,102,9.885,,18.843.889,344.660,19.188.549,,,,,,,,,,,,
26/07/2020,8.758,122,8.880,,18.852.647,344.782,19.197.429,,,,,,,,,,,,
27/07/2020,12.117,79,12.196,,18.864.764,344.861,19.209.625,,,,,,,,,,,,
28/07/2020,13.699,69,13.768,,18.878.463,344.930,19.223.393,,,,,,,,,,,,
29/07/2020,13.823,63,13.886,,18.892.286,344.993,19.237.279,,,,,,,,,,,,
30/07/2020,13.428,75,13.503,,18.905.714,345.068,19.250.782,,,,,,,,,,,,
31/07/2020,12.425,87,12.512,,18.918.139,345.155,19.263.294,,416.608,,,,,,,,,,
01/08/2020,9.076,143,9.219,,18.927.215,345.298,19.272.513,,,,,,,,,,,,
02/08/2020,7.729,129,7.858,,18.934.944,345.427,19.280.371,,,,,,,,,,,,
03/08/2020,10.561,99,10.660,,18.945.505,345.526,19.291.031,,,,,,,,,,,,
04/08/2020,11.240,98,11.338,,18.956.745,345.624,19.302.369,,,,,,,,,,,,
05/08/2020,11.225,104,11.329,,18.967.970,345.728,19.313.698,,,,,,,,,,,,
06/08/2020,10.918,55,10.973,,18.978.888,345.783,19.324.671,,,,,,,,,,,,
07/08/2020,9.631,56,9.687,,18.988.519,345.839,19.334.358,,,,,,,,,,,,
08/08/2020,7.390,90,7.480,,18.995.909,345.929,19.341.838,,,,,,,,,,,,
09/08/2020,6.784,79,6.863,,19.002.693,346.008,19.348.701,,,,,,,,,,,,
10/08/2020,8.481,57,8.538,,19.011.174,346.065,19.357.239,,,,,,,,,,,,
11/08/2020,4.822,12,4.834,,19.015.996,346.077,19.362.073,,,,,,,,,,,,
12/08/2020,9.473,64,9.537,,19.025.469,346.141,19.371.610,,,,,,,,,,,,
13/08/2020,9.804,78,9.882,,19.035.273,346.219,19.381.492,,,,,,,,,,,,
14/08/2020,8.849,66,8.915,,19.044.122,346.285,19.390.407,,,,,,,,,,,,
15/08/2020,6.835,87,6.922,,19.050.957,346.372,19.397.329,,,,,,,,,,,,
16/08/2020,6.772,135,6.907,,19.057.729,346.507,19.404.236,,,,,,,,,,,,
17/08/2020,8.995,67,9.062,,19.066.724,346.574,19.413.298,,,,,,,,,,,,
18/08/2020,9.566,95,9.661,,19.076.290,346.669,19.422.959,,,,,,,,,,,,
19/08/2020,10.097,80,10.177,,19.086.387,346.749,19.433.136,,,,,,,,,,,,
20/08/2020,9.791,91,9.882,,19.096.178,346.840,19.443.018,,,,,,,,,,,,
21/08/2020,9.281,85,9.366,,19.105.459,346.925,19.452.384,,,,,,,,,,,,
22/08/2020,7.611,127,7.738,,19.113.070,347.052,19.460.122,,,,,,,,,,,,
23/08/2020,7.403,118,7.521,,19.120.473,347.170,19.467.643,,,,,,,,,,,,
24/08/2020,9.816,87,9.903,,19.130.289,347.257,19.477.546,,,,,,,,,,,,
25/08/2020,11.169,68,11.237,,19.141.458,347.325,19.488.783,,,,,,,,,,,,
26/08/2020,11.745,68,11.813,,19.153.203,347.393,19.500.596,,,,,,,,,,,,
27/08/2020,11.704,84,11.788,,19.164.907,347.477,19.512.384,,,,,,,,,,,,
28/08/2020,11.410,83,11.493,,19.176.317,347.560,19.523.877,,,,,,,,,,,,
29/08/2020,9.172,130,9.302,,19.185.489,347.690,19.533.179,,,,,,,,,,,,
30/08/2020,8.587,115,8.702,,19.194.076,347.805,19.541.881,,,,,,,,,,,,
31/08/2020,11.858,75,11.933,,19.205.934,347.880,19.553.814,,290.520,,,,,,,,,,
01/09/2020,14.644,53,14.697,,19.220.578,347.933,19.568.511,,,,,,,,,,,,
02/09/2020,15.464,52,15.516,,19.236.042,347.985,19.584.027,,,,,,,,,,,,
03/09/2020,15.884,58,15.942,,19.251.926,348.043,19.599.969,,,,,,,,,,,,
04/09/2020,15.566,49,15.615,,19.267.492,348.092,19.615.584,,,,,,,,,,,,
05/09/2020,12.690,76,12.766,,19.280.182,348.168,19.628.350,,,,,,,,,,,,
06/09/2020,11.664,115,11.779,,19.291.846,348.283,19.640.129,,,,,,,,,,,,
07/09/2020,14.784,37,14.821,,19.306.630,348.320,19.654.950,,,,,,,,,,,,
08/09/2020,15.773,45,15.818,,19.322.403,348.365,19.670.768,,,,,,,,,,,,
09/09/2020,16.727,52,16.779,,19.339.130,348.417,19.687.547,,,,,,,,,,,,
10/09/2020,16.937,32,16.969,,19.356.067,348.449,19.704.516,,,,,,,,,,,,
11/09/2020,16.370,71,16.441,,19.372.437,348.520,19.720.957,,,,,,,,,,,,
12/09/2020,13.436,183,13.619,,19.385.873,348.703,19.734.576,,,,,,,,,,,,
13/09/2020,12.380,90,12.470,,19.398.253,348.793,19.747.046,,,,,,,,,,,,
14/09/2020,15.346,37,15.383,,19.413.599,348.830,19.762.429,,,,,,,,,,,,
15/09/2020,16.137,38,16.175,,19.429.736,348.868,19.778.604,,,,,,,,,,,,
16/09/2020,16.826,47,16.873,,19.446.562,348.915,19.795.477,,,,,,,,,,,,
17/09/2020,13.814,25,13.839,,19.460.376,348.940,19.809.316,,,,,,,,,,,,
18/09/2020,11.333,26,11.359,,19.471.709,348.966,19.820.675,,,,,,,,,,,,
19/09/2020,9.270,38,9.308,,19.480.979,349.004,19.829.983,,,,,,,,,,,,
20/09/2020,10.470,91,10.561,,19.491.449,349.095,19.840.544,,,,,,,,,,,,
21/09/2020,14.051,35,14.086,,19.505.500,349.130,19.854.630,,,,,,,,,,,,
22/09/2020,15.326,33,15.359,,19.520.826,349.163,19.869.989,,,,,,,,,,,,
23/09/2020,15.759,44,15.803,,19.536.585,349.207,19.885.792,,,,,,,,,,,,
24/09/2020,12.557,30,12.587,,19.549.142,349.237,19.898.379,,,,,,,,,,,,
25/09/2020,14.405,28,14.433,,19.563.547,349.265,19.912.812,,,,,,,,,,,,
26/09/2020,11.808,93,11.901,,19.575.355,349.358,19.924.713,,,,,,,,,,,,
27/09/2020,11.098,91,11.189,,19.586.453,349.449,19.935.902,,,,,,,,,,,,
28/09/2020,14.019,23,14.042,,19.600.472,349.472,19.949.944,,,,,,,,,,,,
29/09/2020,15.593,39,15.632,,19.616.065,349.511,19.965.576,,,,,,,,,,,,
30/09/2020,16.016,40,16.056,,19.632.081,349.551,19.981.632,,427.818,,,,,,,,,,
01/10/2020,15.895,33,15.928,,19.647.976,349.584,19.997.560,,,,,,,,,,,,
02/10/2020,11.292,8,11.300,,19.659.268,349.592,20.008.860,,,,,,,,,,,,
03/10/2020,11.462,77,11.539,,19.670.730,349.669,20.020.399,,,,,,,,,,,,
04/10/2020,9.678,34,9.712,,19.680.408,349.703,20.030.111,,,,,,,,,,,,
05/10/2020,13.295,15,13.310,,19.693.703,349.718,20.043.421,,,,,,,,,,,,
06/10/2020,14.859,37,14.896,,19.708.562,349.755,20.058.317,,,,,,,,,,,,
07/10/2020,15.873,44,15.917,,19.724.435,349.799,20.074.234,,,,,,,,,,,,
