DIA,Usos bicis abono anual ,Usos bicis abono ocasional ,Usos bicis total,,Usos abono anual acumulado,Usos abono ocasional acumulado,Usos total acumulado desde inicio,,Acumulado mes total,,,,,,,,,,
22/04/2018,9.094,336,9.430,,10.592.657,228.845,10.821.502,,,,,,,,,,,,
23/04/2018,11.377,221,11.598,,10.604.034,229.066,10.833.100,,,,,,,,,,,,
24/04/2018,12.846,183,13.029,,10.616.880,229.249,10.846.129,,,,,,,,,,,,
25/04/2018,13.592,160,13.752,,10.630.472,229.409,10.859.881,,,,,,,,,,,,
26/04/2018,13.392,171,13.563,,10.643.864,229.580,10.873.444,,,,,,,,,,,,
27/04/2018,12.330,291,12.621,,10.656.194,229.871,10.886.065,,,,,,,,,,,,
28/04/2018,6.987,453,7.440,,10.663.181,230.324,10.893.505,,,,,,,,,,,,
29/04/2018,3.707,150,3.857,,10.666.888,230.474,10.897.362,,,,,,,,,,,,
30/04/2018,5.555,199,5.754,,10.672.443,230.673,10.903.116,,275.601,,,,,,,,,,
01/05/2018,5.669,418,6.087,,10.678.112,231.091,10.909.203,,,,,,,,,,,,
02/05/2018,6.903,236,7.139,,10.685.015,231.327,10.916.342,,,,,,,,,,,,
03/05/2018,10.814,211,11.025,,10.695.829,231.538,10.927.367,,,,,,,,,,,,
04/05/2018,11.629,223,11.852,,10.707.458,231.761,10.939.219,,,,,,,,,,,,
05/05/2018,9.114,463,9.577,,10.716.572,232.224,10.948.796,,,,,,,,,,,,
06/05/2018,8.495,478,8.973,,10.725.067,232.702,10.957.769,,,,,,,,,,,,
07/05/2018,10.334,234,10.568,,10.735.401,232.936,10.968.337,,,,,,,,,,,,
08/05/2018,11.623,268,11.891,,10.747.024,233.204,10.980.228,,,,,,,,,,,,
09/05/2018,13.001,234,13.235,,10.760.025,233.438,10.993.463,,,,,,,,,,,,
10/05/2018,13.412,335,13.747,,10.773.437,233.773,11.007.210,,,,,,,,,,,,
11/05/2018,12.759,350,13.109,,10.786.196,234.123,11.020.319,,,,,,,,,,,,
12/05/2018,8.385,438,8.823,,10.794.581,234.561,11.029.142,,,,,,,,,,,,
13/05/2018,7.476,469,7.945,,10.802.057,235.030,11.037.087,,,,,,,,,,,,
14/05/2018,10.559,204,10.763,,10.812.616,235.234,11.047.850,,,,,,,,,,,,
15/05/2018,9.242,298,9.540,,10.821.858,235.532,11.057.390,,,,,,,,,,,,
16/05/2018,12.792,194,12.986,,10.834.650,235.726,11.070.376,,,,,,,,,,,,
17/05/2018,13.369,196,13.565,,10.848.019,235.922,11.083.941,,,,,,,,,,,,
18/05/2018,11.814,190,12.004,,10.859.833,236.112,11.095.945,,,,,,,,,,,,
19/05/2018,9.498,491,9.989,,10.869.331,236.603,11.105.934,,,,,,,,,,,,
20/05/2018,8.873,508,9.381,,10.878.204,237.111,11.115.315,,,,,,,,,,,,
21/05/2018,11.606,292,11.898,,10.889.810,237.403,11.127.213,,,,,,,,,,,,
22/05/2018,12.127,163,12.290,,10.901.937,237.566,11.139.503,,,,,,,,,,,,
23/05/2018,12.693,136,12.829,,10.914.630,237.702,11.152.332,,,,,,,,,,,,
24/05/2018,13.149,184,13.333,,10.927.779,237.886,11.165.665,,,,,,,,,,,,
25/05/2018,7.978,94,8.072,,10.935.757,237.980,11.173.737,,,,,,,,,,,,
26/05/2018,9.442,417,9.859,,10.945.199,238.397,11.183.596,,,,,,,,,,,,
27/05/2018,9.893,390,10.283,,10.955.092,238.787,11.193.879,,,,,,,,,,,,
28/05/2018,6.334,96,6.430,,10.961.426,238.883,11.200.309,,,,,,,,,,,,
29/05/2018,9.451,96,9.547,,10.970.877,238.979,11.209.856,,,,,,,,,,,,
30/05/2018,11.388,123,11.511,,10.982.265,239.102,11.221.367,,,,,,,,,,,,
31/05/2018,13.144,174,13.318,,10.995.409,239.276,11.234.685,,331.569,,,,,,,,,,
01/06/2018,13.170,213,13.383,,11.008.579,239.489,11.248.068,,,,,,,,,,,,
02/06/2018,7.235,401,7.636,,11.015.814,239.890,11.255.704,,,,,,,,,,,,
03/06/2018,9.155,392,9.547,,11.024.969,240.282,11.265.251,,,,,,,,,,,,
04/06/2018,12.074,201,12.275,,11.037.043,240.483,11.277.526,,,,,,,,,,,,
05/06/2018,12.523,110,12.633,,11.049.566,240.593,11.290.159,,,,,,,,,,,,
06/06/2018,11.129,71,11.200,,11.060.695,240.664,11.301.359,,,,,,,,,,,,
07/06/2018,13.616,202,13.818,,11.074.311,240.866,11.315.177,,,,,,,,,,,,
08/06/2018,7.925,86,8.011,,11.082.236,240.952,11.323.188,,,,,,,,,,,,
09/06/2018,8.789,394,9.183,,11.091.025,241.346,11.332.371,,,,,,,,,,,,
10/06/2018,7.918,330,8.248,,11.098.943,241.676,11.340.619,,,,,,,,,,,,
11/06/2018,11.570,175,11.745,,11.110.513,241.851,11.352.364,,,,,,,,,,,,
12/06/2018,12.879,162,13.041,,11.123.392,242.013,11.365.405,,,,,,,,,,,,
13/06/2018,13.547,188,13.735,,11.136.939,242.201,11.379.140,,,,,,,,,,,,
14/06/2018,13.361,172,13.533,,11.150.300,242.373,11.392.673,,,,,,,,,,,,
15/06/2018,13.163,204,13.367,,11.163.463,242.577,11.406.040,,,,,,,,,,,,
16/06/2018,9.464,331,9.795,,11.172.927,242.908,11.415.835,,,,,,,,,,,,
17/06/2018,8.600,367,8.967,,11.181.527,243.275,11.424.802,,,,,,,,,,,,
18/06/2018,12.578,192,12.770,,11.194.105,243.467,11.437.572,,,,,,,,,,,,
19/06/2018,13.815,145,13.960,,11.207.920,243.612,11.451.532,,,,,,,,,,,,
20/06/2018,14.346,164,14.510,,11.222.266,243.776,11.466.042,,,,,,,,,,,,
21/06/2018,14.469,173,14.642,,11.236.735,243.949,11.480.684,,,,,,,,,,,,
22/06/2018,13.591,227,13.818,,11.250.326,244.176,11.494.502,,,,,,,,,,,,
23/06/2018,9.211,429,9.640,,11.259.537,244.605,11.504.142,,,,,,,,,,,,
24/06/2018,8.522,323,8.845,,11.268.059,244.928,11.512.987,,,,,,,,,,,,
25/06/2018,13.283,216,13.499,,11.281.342,245.144,11.526.486,,,,,,,,,,,,
26/06/2018,13.807,173,13.980,,11.295.149,245.317,11.540.466,,,,,,,,,,,,
27/06/2018,14.537,204,14.741,,11.309.686,245.521,11.555.207,,,,,,,,,,,,
28/06/2018,14.561,206,14.767,,11.324.247,245.727,11.569.974,,,,,,,,,,,,
29/06/2018,13.491,257,13.748,,11.337.738,245.984,11.583.722,,,,,,,,,,,,
30/06/2018,9.171,298,9.469,,11.346.909,246.282,11.593.191,,358.506,,,,,,,,,,
01/07/2018,8.537,297,8.834,,11.355.446,246.579,11.602.025,,,,,,,,,,,,
02/07/2018,12.802,150,12.952,,11.368.248,246.729,11.614.977,,,,,,,,,,,,
03/07/2018,13.935,141,14.076,,11.382.183,246.870,11.629.053,,,,,,,,,,,,
04/07/2018,13.865,162,14.027,,11.396.048,247.032,11.643.080,,,,,,,,,,,,
05/07/2018,13.755,154,13.909,,11.409.803,247.186,11.656.989,,,,,,,,,,,,
06/07/2018,12.452,189,12.641,,11.422.255,247.375,11.669.630,,,,,,,,,,,,
07/07/2018,8.316,303,8.619,,11.430.571,247.678,11.678.249,,,,,,,,,,,,
08/07/2018,7.676,348,8.024,,11.438.247,248.026,11.686.273,,,,,,,,,,,,
09/07/2018,12.415,257,12.672,,11.450.662,248.283,11.698.945,,,,,,,,,,,,
10/07/2018,13.472,188,13.660,,11.464.134,248.471,11.712.605,,,,,,,,,,,,
11/07/2018,13.514,195,13.709,,11.477.648,248.666,11.726.314,,,,,,,,,,,,
12/07/2018,13.578,193,13.771,,11.491.226,248.859,11.740.085,,,,,,,,,,,,
13/07/2018,12.271,265,12.536,,11.503.497,249.124,11.752.621,,,,,,,,,,,,
14/07/2018,8.015,364,8.379,,11.511.512,249.488,11.761.000,,,,,,,,,,,,
15/07/2018,7.664,366,8.030,,11.519.176,249.854,11.769.030,,,,,,,,,,,,
16/07/2018,11.787,176,11.963,,11.530.963,250.030,11.780.993,,,,,,,,,,,,
17/07/2018,12.966,214,13.180,,11.543.929,250.244,11.794.173,,,,,,,,,,,,
18/07/2018,13.516,224,13.740,,11.557.445,250.468,11.807.913,,,,,,,,,,,,
19/07/2018,13.442,184,13.626,,11.570.887,250.652,11.821.539,,,,,,,,,,,,
20/07/2018,12.069,192,12.261,,11.582.956,250.844,11.833.800,,,,,,,,,,,,
21/07/2018,7.807,338,8.145,,11.590.763,251.182,11.841.945,,,,,,,,,,,,
22/07/2018,7.009,440,7.449,,11.597.772,251.622,11.849.394,,,,,,,,,,,,
23/07/2018,11.607,238,11.845,,11.609.379,251.860,11.861.239,,,,,,,,,,,,
24/07/2018,12.377,197,12.574,,11.621.756,252.057,11.873.813,,,,,,,,,,,,
25/07/2018,12.501,173,12.674,,11.634.257,252.230,11.886.487,,,,,,,,,,,,
26/07/2018,12.465,190,12.655,,11.646.722,252.420,11.899.142,,,,,,,,,,,,
27/07/2018,11.318,248,11.566,,11.658.040,252.668,11.910.708,,,,,,,,,,,,
28/07/2018,7.855,371,8.226,,11.665.895,253.039,11.918.934,,,,,,,,,,,,
29/07/2018,7.627,379,8.006,,11.673.522,253.418,11.926.940,,,,,,,,,,,,
30/07/2018,11.655,217,11.872,,11.685.177,253.635,11.938.812,,,,,,,,,,,,
31/07/2018,12.410,287,12.697,,11.697.587,253.922,11.951.509,,358.318,,,,,,,,,,
01/08/2018,12.219,272,12.491,,11.709.806,254.194,11.964.000,,,,,,,,,,,,
02/08/2018,11.526,202,11.728,,11.721.332,254.396,11.975.728,,,,,,,,,,,,
03/08/2018,10.073,131,10.204,,11.731.405,254.527,11.985.932,,,,,,,,,,,,
04/08/2018,6.486,277,6.763,,11.737.891,254.804,11.992.695,,,,,,,,,,,,
05/08/2018,6.272,322,6.594,,11.744.163,255.126,11.999.289,,,,,,,,,,,,
06/08/2018,9.058,208,9.266,,11.753.221,255.334,12.008.555,,,,,,,,,,,,
07/08/2018,10.023,133,10.156,,11.763.244,255.467,12.018.711,,,,,,,,,,,,
08/08/2018,10.016,242,10.258,,11.773.260,255.709,12.028.969,,,,,,,,,,,,
09/08/2018,10.077,245,10.322,,11.783.337,255.954,12.039.291,,,,,,,,,,,,
10/08/2018,8.756,252,9.008,,11.792.093,256.206,12.048.299,,,,,,,,,,,,
11/08/2018,6.099,380,6.479,,11.798.192,256.586,12.054.778,,,,,,,,,,,,
12/08/2018,5.868,398,6.266,,11.804.060,256.984,12.061.044,,,,,,,,,,,,
13/08/2018,8.281,281,8.562,,11.812.341,257.265,12.069.606,,,,,,,,,,,,
14/08/2018,8.895,268,9.163,,11.821.236,257.533,12.078.769,,,,,,,,,,,,
15/08/2018,6.763,308,7.071,,11.827.999,257.841,12.085.840,,,,,,,,,,,,
16/08/2018,8.754,230,8.984,,11.836.753,258.071,12.094.824,,,,,,,,,,,,
17/08/2018,7.983,194,8.177,,11.844.736,258.265,12.103.001,,,,,,,,,,,,
18/08/2018,5.854,263,6.117,,11.850.590,258.528,12.109.118,,,,,,,,,,,,
19/08/2018,5.885,430,6.315,,11.856.475,258.958,12.115.433,,,,,,,,,,,,
20/08/2018,9.293,237,9.530,,11.865.768,259.195,12.124.963,,,,,,,,,,,,
21/08/2018,9.915,213,10.128,,11.875.683,259.408,12.135.091,,,,,,,,,,,,
22/08/2018,10.570,151,10.721,,11.886.253,259.559,12.145.812,,,,,,,,,,,,
23/08/2018,10.814,178,10.992,,11.897.067,259.737,12.156.804,,,,,,,,,,,,
24/08/2018,10.008,231,10.239,,11.907.075,259.968,12.167.043,,,,,,,,,,,,
25/08/2018,7.163,351,7.514,,11.914.238,260.319,12.174.557,,,,,,,,,,,,
26/08/2018,6.969,375,7.344,,11.921.207,260.694,12.181.901,,,,,,,,,,,,
27/08/2018,11.099,253,11.352,,11.932.306,260.947,12.193.253,,,,,,,,,,,,
28/08/2018,12.003,278,12.281,,11.944.309,261.225,12.205.534,,,,,,,,,,,,
29/08/2018,12.579,255,12.834,,11.956.888,261.480,12.218.368,,,,,,,,,,,,
30/08/2018,12.835,245,13.080,,11.969.723,261.725,12.231.448,,,,,,,,,,,,
31/08/2018,12.490,164,12.654,,11.982.213,261.889,12.244.102,,292.593,,,,,,,,,,
01/09/2018,9.428,286,9.714,,11.991.641,262.175,12.253.816,,,,,,,,,,,,
02/09/2018,8.969,357,9.326,,12.000.610,262.532,12.263.142,,,,,,,,,,,,
03/09/2018,13.418,181,13.599,,12.014.028,262.713,12.276.741,,,,,,,,,,,,
04/09/2018,14.743,183,14.926,,12.028.771,262.896,12.291.667,,,,,,,,,,,,
05/09/2018,14.995,151,15.146,,12.043.766,263.047,12.306.813,,,,,,,,,,,,
06/09/2018,15.332,147,15.479,,12.059.098,263.194,12.322.292,,,,,,,,,,,,
07/09/2018,13.467,175,13.642,,12.072.565,263.369,12.335.934,,,,,,,,,,,,
08/09/2018,8.424,194,8.618,,12.080.989,263.563,12.344.552,,,,,,,,,,,,
09/09/2018,9.783,520,10.303,,12.090.772,264.083,12.354.855,,,,,,,,,,,,
10/09/2018,14.448,218,14.666,,12.105.220,264.301,12.369.521,,,,,,,,,,,,
11/09/2018,15.522,160,15.682,,12.120.742,264.461,12.385.203,,,,,,,,,,,,
12/09/2018,16.127,149,16.276,,12.136.869,264.610,12.401.479,,,,,,,,,,,,
13/09/2018,16.189,196,16.385,,12.153.058,264.806,12.417.864,,,,,,,,,,,,
14/09/2018,15.739,257,15.996,,12.168.797,265.063,12.433.860,,,,,,,,,,,,
15/09/2018,11.122,403,11.525,,12.179.919,265.466,12.445.385,,,,,,,,,,,,
16/09/2018,10.693,449,11.142,,12.190.612,265.915,12.456.527,,,,,,,,,,,,
17/09/2018,14.317,208,14.525,,12.204.929,266.123,12.471.052,,,,,,,,,,,,
18/09/2018,15.150,120,15.270,,12.220.079,266.243,12.486.322,,,,,,,,,,,,
19/09/2018,16.314,140,16.454,,12.236.393,266.383,12.502.776,,,,,,,,,,,,
20/09/2018,16.530,203,16.733,,12.252.923,266.586,12.519.509,,,,,,,,,,,,
21/09/2018,15.601,205,15.806,,12.268.524,266.791,12.535.315,,,,,,,,,,,,
22/09/2018,11.423,399,11.822,,12.279.947,267.190,12.547.137,,,,,,,,,,,,
23/09/2018,11.100,441,11.541,,12.291.047,267.631,12.558.678,,,,,,,,,,,,
24/09/2018,14.572,201,14.773,,12.305.619,267.832,12.573.451,,,,,,,,,,,,
25/09/2018,15.672,161,15.833,,12.321.291,267.993,12.589.284,,,,,,,,,,,,
26/09/2018,15.131,145,15.276,,12.336.422,268.138,12.604.560,,,,,,,,,,,,
27/09/2018,16.025,167,16.192,,12.352.447,268.305,12.620.752,,,,,,,,,,,,
28/09/2018,15.532,192,15.724,,12.367.979,268.497,12.636.476,,,,,,,,,,,,
29/09/2018,11.742,401,12.143,,12.379.721,268.898,12.648.619,,,,,,,,,,,,
30/09/2018,10.948,415,11.363,,12.390.669,269.313,12.659.982,,415.880,,,,,,,,,,
01/10/2018,14.117,284,14.401,,12.404.786,269.597,12.674.383,,,,,,,,,,,,
02/10/2018,14.889,135,15.024,,12.419.675,269.732,12.689.407,,,,,,,,,,,,
03/10/2018,15.777,143,15.920,,12.435.452,269.875,12.705.327,,,,,,,,,,,,
04/10/2018,15.601,148,15.749,,12.451.053,270.023,12.721.076,,,,,,,,,,,,
05/10/2018,15.107,192,15.299,,12.466.160,270.215,12.736.375,,,,,,,,,,,,
06/10/2018,11.792,368,12.160,,12.477.952,270.583,12.748.535,,,,,,,,,,,,
07/10/2018,9.864,348,10.212,,12.487.816,270.931,12.758.747,,,,,,,,,,,,
08/10/2018,13.327,119,13.446,,12.501.143,271.050,12.772.193,,,,,,,,,,,,
09/10/2018,11.609,85,11.694,,12.512.752,271.135,12.783.887,,,,,,,,,,,,
10/10/2018,12.457,47,12.504,,12.525.209,271.182,12.796.391,,,,,,,,,,,,
11/10/2018,11.747,57,11.804,,12.536.956,271.239,12.808.195,,,,,,,,,,,,
12/10/2018,7.850,191,8.041,,12.544.806,271.430,12.816.236,,,,,,,,,,,,
13/10/2018,8.993,393,9.386,,12.553.799,271.823,12.825.622,,,,,,,,,,,,
14/10/2018,6.887,199,7.086,,12.560.686,272.022,12.832.708,,,,,,,,,,,,
15/10/2018,10.699,63,10.762,,12.571.385,272.085,12.843.470,,,,,,,,,,,,
16/10/2018,13.630,80,13.710,,12.585.015,272.165,12.857.180,,,,,,,,,,,,
17/10/2018,14.430,98,14.528,,12.599.445,272.263,12.871.708,,,,,,,,,,,,
18/10/2018,12.791,102,12.893,,12.612.236,272.365,12.884.601,,,,,,,,,,,,
19/10/2018,7.216,68,7.284,,12.619.452,272.433,12.891.885,,,,,,,,,,,,
20/10/2018,8.357,248,8.605,,12.627.809,272.681,12.900.490,,,,,,,,,,,,
21/10/2018,8.955,242,9.197,,12.636.764,272.923,12.909.687,,,,,,,,,,,,
22/10/2018,13.226,127,13.353,,12.649.990,273.050,12.923.040,,,,,,,,,,,,
23/10/2018,14.082,136,14.218,,12.664.072,273.186,12.937.258,,,,,,,,,,,,
24/10/2018,14.240,102,14.342,,12.678.312,273.288,12.951.600,,,,,,,,,,,,
25/10/2018,14.619,150,14.769,,12.692.931,273.438,12.966.369,,,,,,,,,,,,
26/10/2018,11.387,126,11.513,,12.704.318,273.564,12.977.882,,,,,,,,,,,,
27/10/2018,6.619,81,6.700,,12.710.937,273.645,12.984.582,,,,,,,,,,,,
28/10/2018,6.796,161,6.957,,12.717.733,273.806,12.991.539,,,,,,,,,,,,
29/10/2018,10.217,64,10.281,,12.727.950,273.870,13.001.820,,,,,,,,,,,,
30/10/2018,5.125,8,5.133,,12.733.075,273.878,13.006.953,,,,,,,,,,,,
31/10/2018,10.451,40,10.491,,12.743.526,273.918,13.017.444,,357.462,,,,,,,,,,
01/11/2018,7.812,225,8.037,,12.751.338,274.143,13.025.481,,,,,,,,,,,,
02/11/2018,9.847,253,10.100,,12.761.185,274.396,13.035.581,,,,,,,,,,,,
03/11/2018,8.019,252,8.271,,12.769.204,274.648,13.043.852,,,,,,,,,,,,
04/11/2018,7.271,247,7.518,,12.776.475,274.895,13.051.370,,,,,,,,,,,,
05/11/2018,6.402,33,6.435,,12.782.877,274.928,13.057.805,,,,,,,,,,,,
06/11/2018,10.699,79,10.778,,12.793.576,275.007,13.068.583,,,,,,,,,,,,
07/11/2018,7.897,27,7.924,,12.801.473,275.034,13.076.507,,,,,,,,,,,,
08/11/2018,8.733,24,8.757,,12.810.206,275.058,13.085.264,,,,,,,,,,,,
09/11/2018,6.992,109,7.101,,12.817.198,275.167,13.092.365,,,,,,,,,,,,
10/11/2018,6.285,109,6.394,,12.823.483,275.276,13.098.759,,,,,,,,,,,,
11/11/2018,6.781,189,6.970,,12.830.264,275.465,13.105.729,,,,,,,,,,,,
12/11/2018,9.717,20,9.737,,12.839.981,275.485,13.115.466,,,,,,,,,,,,
13/11/2018,12.300,82,12.382,,12.852.281,275.567,13.127.848,,,,,,,,,,,,
14/11/2018,12.163,71,12.234,,12.864.444,275.638,13.140.082,,,,,,,,,,,,
15/11/2018,11.935,48,11.983,,12.876.379,275.686,13.152.065,,,,,,,,,,,,
16/11/2018,11.106,97,11.203,,12.887.485,275.783,13.163.268,,,,,,,,,,,,
17/11/2018,9.448,311,9.759,,12.896.933,276.094,13.173.027,,,,,,,,,,,,
18/11/2018,5.322,103,5.425,,12.902.255,276.197,13.178.452,,,,,,,,,,,,
19/11/2018,9.876,68,9.944,,12.912.131,276.265,13.188.396,,,,,,,,,,,,
20/11/2018,9.105,27,9.132,,12.921.236,276.292,13.197.528,,,,,,,,,,,,
21/11/2018,10.042,29,10.071,,12.931.278,276.321,13.207.599,,,,,,,,,,,,
22/11/2018,11.237,20,11.257,,12.942.515,276.341,13.218.856,,,,,,,,,,,,
23/11/2018,10.834,79,10.913,,12.953.349,276.420,13.229.769,,,,,,,,,,,,
24/11/2018,7.634,168,7.802,,12.960.983,276.588,13.237.571,,,,,,,,,,,,
25/11/2018,6.042,131,6.173,,12.967.025,276.719,13.243.744,,,,,,,,,,,,
26/11/2018,9.877,61,9.938,,12.976.902,276.780,13.253.682,,,,,,,,,,,,
27/11/2018,10.955,41,10.996,,12.987.857,276.821,13.264.678,,,,,,,,,,,,
28/11/2018,10.988,31,11.019,,12.998.845,276.852,13.275.697,,,,,,,,,,,,
29/11/2018,10.565,40,10.605,,13.009.410,276.892,13.286.302,,,,,,,,,,,,
30/11/2018,10.880,59,10.939,,13.020.290,276.951,13.297.241,,279.797,,,,,,,,,,
01/12/2018,8.488,184,8.672,,13.028.778,277.135,13.305.913,,,,,,,,,,,,
02/12/2018,6.940,107,7.047,,13.035.718,277.242,13.312.960,,,,,,,,,,,,
03/12/2018,9.441,41,9.482,,13.045.159,277.283,13.322.442,,,,,,,,,,,,
04/12/2018,11.224,44,11.268,,13.056.383,277.327,13.333.710,,,,,,,,,,,,
05/12/2018,11.523,46,11.569,,13.067.906,277.373,13.345.279,,,,,,,,,,,,
06/12/2018,7.409,120,7.529,,13.075.315,277.493,13.352.808,,,,,,,,,,,,
07/12/2018,8.305,139,8.444,,13.083.620,277.632,13.361.252,,,,,,,,,,,,
08/12/2018,6.798,305,7.103,,13.090.418,277.937,13.368.355,,,,,,,,,,,,
09/12/2018,7.009,251,7.260,,13.097.427,278.188,13.375.615,,,,,,,,,,,,
10/12/2018,10.267,90,10.357,,13.107.694,278.278,13.385.972,,,,,,,,,,,,
11/12/2018,11.084,86,11.170,,13.118.778,278.364,13.397.142,,,,,,,,,,,,
12/12/2018,11.089,83,11.172,,13.129.867,278.447,13.408.314,,,,,,,,,,,,
13/12/2018,7.909,19,7.928,,13.137.776,278.466,13.416.242,,,,,,,,,,,,
14/12/2018,10.968,56,11.024,,13.148.744,278.522,13.427.266,,,,,,,,,,,,
15/12/2018,8.427,102,8.529,,13.157.171,278.624,13.435.795,,,,,,,,,,,,
16/12/2018,6.816,85,6.901,,13.163.987,278.709,13.442.696,,,,,,,,,,,,
17/12/2018,10.159,62,10.221,,13.174.146,278.771,13.452.917,,,,,,,,,,,,
18/12/2018,10.126,56,10.182,,13.184.272,278.827,13.463.099,,,,,,,,,,,,
19/12/2018,10.440,82,10.522,,13.194.712,278.909,13.473.621,,,,,,,,,,,,
20/12/2018,11.022,47,11.069,,13.205.734,278.956,13.484.690,,,,,,,,,,,,
21/12/2018,10.063,69,10.132,,13.215.797,279.025,13.494.822,,,,,,,,,,,,
22/12/2018,6.521,63,6.584,,13.222.318,279.088,13.501.406,,,,,,,,,,,,
23/12/2018,5.046,132,5.178,,13.227.364,279.220,13.506.584,,,,,,,,,,,,
24/12/2018,4.364,96,4.460,,13.231.728,279.316,13.511.044,,,,,,,,,,,,
25/12/2018,2.873,152,3.025,,13.234.601,279.468,13.514.069,,,,,,,,,,,,
26/12/2018,6.497,124,6.621,,13.241.098,279.592,13.520.690,,,,,,,,,,,,
27/12/2018,7.282,151,7.433,,13.248.380,279.743,13.528.123,,,,,,,,,,,,
28/12/2018,7.387,256,7.643,,13.255.767,279.999,13.535.766,,,,,,,,,,,,
29/12/2018,5.584,250,5.834,,13.261.351,280.249,13.541.600,,,,,,,,,,,,
30/12/2018,5.114,301,5.415,,13.266.465,280.550,13.547.015,,,,,,,,,,,,
31/12/2018,4.718,283,5.001,,13.271.183,280.833,13.552.016,,254.775,,,,,,,,,,
01/01/2019,3.516,345,3.861,,13.274.699,281.178,13.555.877,,,,,,,,,,,,
02/01/2019,6.395,166,6.561,,13.281.094,281.344,13.562.438,,,,,,,,,,,,
03/01/2019,7.480,146,7.626,,13.288.574,281.490,13.570.064,,,,,,,,,,,,
04/01/2019,7.787,157,7.944,,13.296.361,281.647,13.578.008,,,,,,,,,,,,
05/01/2019,6.256,109,6.365,,13.302.617,281.756,13.584.373,,,,,,,,,,,,
06/01/2019,4.747,114,4.861,,13.307.364,281.870,13.589.234,,,,,,,,,,,,
07/01/2019,5.493,101,5.594,,13.312.857,281.971,13.594.828,,,,,,,,,,,,
08/01/2019,9.411,54,9.465,,13.322.268,282.025,13.604.293,,,,,,,,,,,,
09/01/2019,10.072,42,10.114,,13.332.340,282.067,13.614.407,,,,,,,,,,,,
10/01/2019,9.764,41,9.805,,13.342.104,282.108,13.624.212,,,,,,,,,,,,
11/01/2019,9.413,51,9.464,,13.351.517,282.159,13.633.676,,,,,,,,,,,,
12/01/2019,7.008,134,7.142,,13.358.525,282.293,13.640.818,,,,,,,,,,,,
13/01/2019,6.174,131,6.305,,13.364.699,282.424,13.647.123,,,,,,,,,,,,
14/01/2019,9.368,44,9.412,,13.374.067,282.468,13.656.535,,,,,,,,,,,,
15/01/2019,10.130,44,10.174,,13.384.197,282.512,13.666.709,,,,,,,,,,,,
16/01/2019,10.211,40,10.251,,13.394.408,282.552,13.676.960,,,,,,,,,,,,
17/01/2019,9.690,20,9.710,,13.404.098,282.572,13.686.670,,,,,,,,,,,,
18/01/2019,9.313,51,9.364,,13.413.411,282.623,13.696.034,,,,,,,,,,,,
19/01/2019,4.462,37,4.499,,13.417.873,282.660,13.700.533,,,,,,,,,,,,
20/01/2019,5.421,95,5.516,,13.423.294,282.755,13.706.049,,,,,,,,,,,,
21/01/2019,9.200,40,9.240,,13.432.494,282.795,13.715.289,,,,,,,,,,,,
22/01/2019,8.463,33,8.496,,13.440.957,282.828,13.723.785,,,,,,,,,,,,
23/01/2019,9.716,46,9.762,,13.450.673,282.874,13.733.547,,,,,,,,,,,,
24/01/2019,11.077,53,11.130,,13.461.750,282.927,13.744.677,,,,,,,,,,,,
25/01/2019,11.473,86,11.559,,13.473.223,283.013,13.756.236,,,,,,,,,,,,
26/01/2019,8.395,204,8.599,,13.481.618,283.217,13.764.835,,,,,,,,,,,,
27/01/2019,7.235,200,7.435,,13.488.853,283.417,13.772.270,,,,,,,,,,,,
28/01/2019,10.032,64,10.096,,13.498.885,283.481,13.782.366,,,,,,,,,,,,
29/01/2019,10.187,41,10.228,,13.509.072,283.522,13.792.594,,,,,,,,,,,,
30/01/2019,9.085,25,9.110,,13.518.157,283.547,13.801.704,,,,,,,,,,,,
31/01/2019,9.622,41,9.663,,13.527.779,283.588,13.811.367,,259.351,,,,,,,,,,
01/02/2019,8.478,63,8.541,,13.536.257,283.651,13.819.908,,,,,,,,,,,,
02/02/2019,6.967,141,7.108,,13.543.224,283.792,13.827.016,,,,,,,,,,,,
03/02/2019,6.718,205,6.923,,13.549.942,283.997,13.833.939,,,,,,,,,,,,
04/02/2019,9.621,53,9.674,,13.559.563,284.050,13.843.613,,,,,,,,,,,,
05/02/2019,10.834,70,10.904,,13.570.397,284.120,13.854.517,,,,,,,,,,,,
06/02/2019,10.987,69,11.056,,13.581.384,284.189,13.865.573,,,,,,,,,,,,
07/02/2019,11.180,122,11.302,,13.592.564,284.311,13.876.875,,,,,,,,,,,,
08/02/2019,11.044,108,11.152,,13.603.608,284.419,13.888.027,,,,,,,,,,,,
09/02/2019,7.766,219,7.985,,13.611.374,284.638,13.896.012,,,,,,,,,,,,
10/02/2019,6.383,174,6.557,,13.617.757,284.812,13.902.569,,,,,,,,,,,,
11/02/2019,10.205,124,10.329,,13.627.962,284.936,13.912.898,,,,,,,,,,,,
12/02/2019,11.037,74,11.111,,13.638.999,285.010,13.924.009,,,,,,,,,,,,
13/02/2019,11.401,63,11.464,,13.650.400,285.073,13.935.473,,,,,,,,,,,,
14/02/2019,11.540,70,11.610,,13.661.940,285.143,13.947.083,,,,,,,,,,,,
15/02/2019,11.201,172,11.373,,13.673.141,285.315,13.958.456,,,,,,,,,,,,
16/02/2019,8.272,321,8.593,,13.681.413,285.636,13.967.049,,,,,,,,,,,,
